po_id,supplier_id,product_id,order_date,date_id,quantity_ordered,standard_unit_price,actual_unit_price,order_type,delivery_date,po_status
PO-2024-0231,SUP-015,PRD-019,2024-01-31,2024-01-31,468,80.0,79.41,Regular,2024-03-01,Completed
PO-2024-0232,SUP-008,PRD-002,2024-08-22,2024-08-22,293,120.0,129.05,Regular,2024-09-18,Cancelled
PO-2024-0233,SUP-010,PRD-003,2024-09-14,2024-09-14,196,95.0,94.29,Regular,2024-09-20,Completed
PO-2024-0234,SUP-015,PRD-024,2024-04-04,2024-04-04,463,40.0,39.75,Regular,2024-04-30,Completed
PO-2024-0235,SUP-005,PRD-012,2024-05-10,2024-05-10,78,55.0,55.45,Regular,2024-05-17,Completed
PO-2024-0236,SUP-011,PRD-019,2024-11-21,2024-11-21,182,80.0,94.69,Regular,2024-12-22,Completed
PO-2024-0237,SUP-007,PRD-005,2024-03-08,2024-03-08,455,180.0,180.88,Regular,2024-03-16,Completed
PO-2024-0238,SUP-007,PRD-017,2024-05-18,2024-05-18,154,105.0,104.07,Regular,2024-05-27,Completed
PO-2024-0239,SUP-015,PRD-001,2024-02-03,2024-02-03,119,45.0,45.19,Regular,2024-03-03,Cancelled
PO-2024-0240,SUP-015,PRD-030,2024-11-11,2024-11-11,322,185.0,189.02,Regular,2024-12-12,Completed
PO-2024-0241,SUP-009,PRD-018,2024-08-21,2024-08-21,300,120.0,123.08,Regular,2024-09-01,Completed
PO-2024-0242,SUP-010,PRD-028,2024-03-14,2024-03-14,453,95.0,95.87,Regular,2024-03-23,Completed
PO-2024-0243,SUP-012,PRD-003,2024-02-23,2024-02-23,227,95.0,115.82,Emergency,2024-02-29,Completed
PO-2024-0244,SUP-004,PRD-027,2024-07-07,2024-07-07,309,55.0,57.01,Regular,2024-07-19,Completed
PO-2024-0245,SUP-008,PRD-007,2024-12-13,2024-12-13,447,135.0,147.48,Regular,2025-01-05,Completed
PO-2024-0246,SUP-001,PRD-002,2024-06-18,2024-06-18,94,120.0,122.03,Regular,2024-06-28,Completed
PO-2024-0247,SUP-011,PRD-013,2024-01-28,2024-01-28,436,75.0,88.0,Regular,2024-03-01,Completed
PO-2024-0248,SUP-003,PRD-029,2024-04-02,2024-04-02,267,220.0,283.9,Rush,2024-04-26,Completed
PO-2024-0249,SUP-002,PRD-030,2024-05-04,2024-05-04,390,185.0,213.8,Rush,2024-05-12,Completed
PO-2024-0250,SUP-008,PRD-017,2024-08-22,2024-08-22,341,105.0,115.05,Regular,2024-09-20,Completed
PO-2024-0251,SUP-002,PRD-008,2024-01-26,2024-01-26,132,210.0,209.74,Regular,2024-02-04,Completed
PO-2024-0252,SUP-015,PRD-019,2024-03-12,2024-03-12,189,80.0,82.04,Regular,2024-04-12,Completed
PO-2024-0253,SUP-005,PRD-002,2024-10-19,2024-10-19,50,120.0,122.25,Regular,2024-10-29,Completed
PO-2024-0254,SUP-015,PRD-009,2024-03-27,2024-03-27,318,155.0,159.42,Regular,2024-04-25,Completed
PO-2024-0255,SUP-008,PRD-014,2024-04-10,2024-04-10,413,60.0,65.07,Regular,2024-05-04,Completed
PO-2024-0256,SUP-013,PRD-024,2024-11-03,2024-11-03,374,40.0,39.8,Regular,2024-11-16,Completed
PO-2024-0257,SUP-008,PRD-008,2024-01-26,2024-01-26,414,210.0,255.03,Rush,2024-02-22,Completed
PO-2024-0258,SUP-009,PRD-017,2024-01-24,2024-01-24,119,105.0,103.7,Regular,2024-02-07,Completed
PO-2024-0259,SUP-015,PRD-012,2024-09-21,2024-09-21,95,55.0,57.18,Regular,2024-10-20,Completed
PO-2024-0260,SUP-013,PRD-030,2024-09-16,2024-09-16,467,185.0,184.44,Regular,2024-09-29,Completed
PO-2024-0261,SUP-003,PRD-017,2024-09-06,2024-09-06,191,105.0,118.63,Regular,2024-10-01,Cancelled
PO-2024-0262,SUP-003,PRD-017,2024-06-26,2024-06-26,392,105.0,134.05,Rush,2024-07-16,Completed
PO-2024-0263,SUP-004,PRD-027,2024-09-28,2024-09-28,381,55.0,57.04,Regular,2024-10-10,Completed
PO-2024-0264,SUP-014,PRD-030,2024-07-14,2024-07-14,111,185.0,192.37,Regular,2024-07-23,Completed
PO-2024-0265,SUP-012,PRD-017,2024-03-20,2024-03-20,375,105.0,104.5,Regular,2024-03-31,Completed
PO-2024-0266,SUP-010,PRD-024,2024-05-29,2024-05-29,211,40.0,40.0,Regular,2024-06-04,Completed
PO-2024-0267,SUP-011,PRD-026,2024-11-03,2024-11-03,223,38.0,45.26,Regular,2024-12-02,Completed
PO-2024-0268,SUP-001,PRD-026,2024-07-06,2024-07-06,142,38.0,38.21,Regular,2024-07-13,Completed
PO-2024-0269,SUP-012,PRD-014,2024-12-16,2024-12-16,341,60.0,60.96,Regular,2024-12-27,Pending
PO-2024-0270,SUP-007,PRD-009,2024-06-04,2024-06-04,225,155.0,153.8,Regular,2024-06-13,Completed
PO-2024-0271,SUP-013,PRD-016,2024-03-12,2024-03-12,440,90.0,91.49,Regular,2024-03-26,Completed
PO-2024-0272,SUP-003,PRD-002,2024-03-12,2024-03-12,239,120.0,135.4,Regular,2024-04-04,Completed
PO-2024-0273,SUP-014,PRD-012,2024-05-11,2024-05-11,492,55.0,56.68,Regular,2024-05-19,Completed
PO-2024-0274,SUP-010,PRD-030,2024-08-24,2024-08-24,368,185.0,204.52,Rush,2024-08-30,Completed
PO-2024-0275,SUP-011,PRD-015,2024-02-18,2024-02-18,184,155.0,183.33,Regular,2024-03-18,Completed
PO-2024-0276,SUP-004,PRD-014,2024-06-02,2024-06-02,230,60.0,70.72,Emergency,2024-06-09,Pending
PO-2024-0277,SUP-012,PRD-014,2024-09-22,2024-09-22,353,60.0,62.04,Regular,2024-09-27,Completed
PO-2024-0278,SUP-006,PRD-009,2024-07-27,2024-07-27,133,155.0,156.27,Regular,2024-08-07,Completed
PO-2024-0279,SUP-003,PRD-005,2024-03-26,2024-03-26,155,180.0,210.53,Regular,2024-04-15,Completed
PO-2024-0280,SUP-003,PRD-022,2024-05-13,2024-05-13,346,30.0,33.63,Regular,2024-06-03,Completed
PO-2024-0281,SUP-001,PRD-001,2024-12-09,2024-12-09,333,45.0,45.4,Regular,2024-12-18,Completed
PO-2024-0282,SUP-002,PRD-024,2024-01-17,2024-01-17,499,40.0,39.52,Regular,2024-01-26,Completed
PO-2024-0283,SUP-009,PRD-024,2024-01-21,2024-01-21,425,40.0,39.54,Regular,2024-02-02,Completed
PO-2024-0284,SUP-012,PRD-002,2024-03-26,2024-03-26,381,120.0,120.85,Regular,2024-04-05,Completed
PO-2024-0285,SUP-012,PRD-007,2024-03-12,2024-03-12,373,135.0,136.01,Regular,2024-03-22,Completed
PO-2024-0286,SUP-001,PRD-018,2024-04-29,2024-04-29,376,120.0,121.12,Regular,2024-05-06,Cancelled
PO-2024-0287,SUP-006,PRD-011,2024-07-20,2024-07-20,184,85.0,86.49,Regular,2024-07-29,Completed
PO-2024-0288,SUP-009,PRD-023,2024-02-01,2024-02-01,128,25.0,25.99,Regular,2024-02-12,Completed
PO-2024-0289,SUP-014,PRD-020,2024-04-16,2024-04-16,491,95.0,96.05,Regular,2024-04-23,Completed
PO-2024-0290,SUP-005,PRD-029,2024-09-06,2024-09-06,359,220.0,251.73,Rush,2024-09-10,Completed
PO-2024-0291,SUP-010,PRD-025,2024-12-02,2024-12-02,398,28.0,27.81,Regular,2024-12-08,Completed
PO-2024-0292,SUP-007,PRD-001,2024-01-15,2024-01-15,154,45.0,52.52,Emergency,2024-01-24,Completed
PO-2024-0293,SUP-015,PRD-024,2024-06-07,2024-06-07,378,40.0,41.45,Regular,2024-07-08,Completed
PO-2024-0294,SUP-012,PRD-015,2024-12-16,2024-12-16,236,155.0,152.98,Regular,2024-12-23,Completed
PO-2024-0295,SUP-011,PRD-001,2024-08-30,2024-08-30,280,45.0,52.39,Regular,2024-10-03,Completed
PO-2024-0296,SUP-005,PRD-026,2024-10-15,2024-10-15,130,38.0,38.47,Regular,2024-10-24,Completed
PO-2024-0297,SUP-012,PRD-010,2024-12-14,2024-12-14,127,130.0,134.37,Regular,2024-12-22,Completed
PO-2024-0298,SUP-001,PRD-004,2024-03-15,2024-03-15,217,65.0,65.58,Regular,2024-03-25,Completed
PO-2024-0299,SUP-012,PRD-002,2024-03-12,2024-03-12,371,120.0,124.01,Regular,2024-03-23,Completed
PO-2024-0300,SUP-009,PRD-030,2024-05-26,2024-05-26,458,185.0,192.03,Regular,2024-06-09,Completed
PO-2024-0301,SUP-003,PRD-025,2024-08-21,2024-08-21,50,28.0,32.7,Regular,2024-09-13,Cancelled
PO-2024-0302,SUP-013,PRD-019,2024-02-17,2024-02-17,358,80.0,91.6,Rush,2024-02-27,Completed
PO-2024-0303,SUP-015,PRD-024,2024-10-13,2024-10-13,417,40.0,40.59,Regular,2024-11-09,Completed
PO-2024-0304,SUP-001,PRD-013,2024-10-17,2024-10-17,278,75.0,75.65,Regular,2024-10-23,Completed
PO-2024-0305,SUP-008,PRD-003,2024-08-15,2024-08-15,94,95.0,104.96,Regular,2024-08-25,Completed
PO-2024-0306,SUP-010,PRD-001,2024-12-15,2024-12-15,460,45.0,45.65,Regular,2024-12-20,Completed
PO-2024-0307,SUP-011,PRD-004,2024-12-11,2024-12-11,423,65.0,74.98,Regular,2025-01-08,Completed
PO-2024-0308,SUP-008,PRD-011,2024-10-07,2024-10-07,226,85.0,85.0,Regular,2024-10-31,Completed
PO-2024-0309,SUP-014,PRD-020,2024-11-09,2024-11-09,304,95.0,98.53,Regular,2024-11-15,Completed
PO-2024-0310,SUP-008,PRD-001,2024-03-24,2024-03-24,210,45.0,49.0,Regular,2024-04-22,Completed
PO-2024-0311,SUP-002,PRD-012,2024-11-03,2024-11-03,265,55.0,54.6,Regular,2024-11-11,Pending
PO-2024-0312,SUP-005,PRD-021,2024-06-15,2024-06-15,278,35.0,42.08,Emergency,2024-06-21,Completed
PO-2024-0313,SUP-007,PRD-013,2024-12-07,2024-12-07,111,75.0,74.93,Regular,2024-12-11,Completed
PO-2024-0314,SUP-009,PRD-010,2024-08-15,2024-08-15,288,130.0,130.25,Regular,2024-08-27,Completed
PO-2024-0315,SUP-007,PRD-012,2024-09-05,2024-09-05,91,55.0,55.78,Regular,2024-09-13,Completed
PO-2024-0316,SUP-002,PRD-020,2024-03-24,2024-03-24,70,95.0,98.02,Regular,2024-04-03,Completed
PO-2024-0317,SUP-013,PRD-013,2024-08-10,2024-08-10,166,75.0,74.86,Regular,2024-08-24,Completed
PO-2024-0318,SUP-005,PRD-012,2024-09-19,2024-09-19,355,55.0,64.13,Rush,2024-09-29,Completed
PO-2024-0319,SUP-012,PRD-027,2024-01-18,2024-01-18,485,55.0,61.32,Rush,2024-01-27,Completed
PO-2024-0320,SUP-009,PRD-002,2024-04-24,2024-04-24,285,120.0,118.37,Regular,2024-05-04,Completed
PO-2024-0321,SUP-011,PRD-017,2024-08-22,2024-08-22,80,105.0,136.56,Rush,2024-09-21,Completed
PO-2024-0322,SUP-008,PRD-001,2024-10-13,2024-10-13,235,45.0,56.13,Rush,2024-11-07,Completed
PO-2024-0323,SUP-001,PRD-028,2024-02-19,2024-02-19,181,95.0,113.27,Emergency,2024-03-01,Completed
PO-2024-0324,SUP-012,PRD-004,2024-11-25,2024-11-25,213,65.0,75.92,Regular,2024-12-05,Completed
PO-2024-0325,SUP-010,PRD-010,2024-01-23,2024-01-23,440,130.0,132.83,Regular,2024-01-26,Completed
PO-2024-0326,SUP-009,PRD-029,2024-12-28,2024-12-28,278,220.0,226.63,Regular,2025-01-11,Completed
PO-2024-0327,SUP-010,PRD-011,2024-06-12,2024-06-12,320,85.0,87.22,Regular,2024-06-21,Completed
PO-2024-0328,SUP-009,PRD-002,2024-06-23,2024-06-23,389,120.0,122.07,Regular,2024-07-03,Completed
PO-2024-0329,SUP-001,PRD-024,2024-07-13,2024-07-13,288,40.0,40.37,Regular,2024-07-20,Completed
PO-2024-0330,SUP-001,PRD-016,2024-02-14,2024-02-14,424,90.0,90.08,Regular,2024-02-23,Completed
PO-2024-0331,SUP-012,PRD-028,2024-07-09,2024-07-09,198,95.0,97.67,Regular,2024-07-19,Completed
PO-2024-0332,SUP-006,PRD-028,2024-09-22,2024-09-22,455,95.0,110.5,Rush,2024-10-02,Completed
PO-2024-0333,SUP-007,PRD-020,2024-02-18,2024-02-18,95,95.0,110.27,Rush,2024-02-26,Completed
PO-2024-0334,SUP-008,PRD-011,2024-01-10,2024-01-10,459,85.0,92.72,Regular,2024-02-07,Completed
PO-2024-0335,SUP-012,PRD-024,2024-11-13,2024-11-13,414,40.0,40.2,Regular,2024-11-20,Completed
PO-2024-0336,SUP-001,PRD-022,2024-10-18,2024-10-18,64,30.0,30.33,Regular,2024-10-26,Completed
PO-2024-0337,SUP-012,PRD-026,2024-04-19,2024-04-19,372,38.0,38.1,Regular,2024-04-27,Completed
PO-2024-0338,SUP-009,PRD-003,2024-12-04,2024-12-04,311,95.0,98.03,Regular,2024-12-16,Completed
PO-2024-0339,SUP-011,PRD-024,2024-01-30,2024-01-30,440,40.0,47.0,Regular,2024-02-28,Completed
PO-2024-0340,SUP-012,PRD-026,2024-08-03,2024-08-03,369,38.0,37.94,Regular,2024-08-14,Completed
PO-2024-0341,SUP-003,PRD-003,2024-12-04,2024-12-04,222,95.0,106.82,Regular,2024-12-28,Pending
PO-2024-0342,SUP-014,PRD-024,2024-12-16,2024-12-16,399,40.0,39.85,Regular,2024-12-20,Completed
PO-2024-0343,SUP-011,PRD-005,2024-07-03,2024-07-03,146,180.0,215.22,Regular,2024-08-04,Completed
PO-2024-0344,SUP-006,PRD-016,2024-02-19,2024-02-19,353,90.0,90.0,Regular,2024-03-03,Completed
PO-2024-0345,SUP-014,PRD-024,2024-10-02,2024-10-02,157,40.0,40.8,Regular,2024-10-09,Completed
PO-2024-0346,SUP-002,PRD-022,2024-02-05,2024-02-05,232,30.0,30.87,Regular,2024-02-19,Completed
PO-2024-0347,SUP-001,PRD-027,2024-06-16,2024-06-16,119,55.0,55.3,Regular,2024-06-26,Completed
PO-2024-0348,SUP-009,PRD-013,2024-12-06,2024-12-06,241,75.0,73.79,Regular,2024-12-21,Completed
PO-2024-0349,SUP-009,PRD-003,2024-02-18,2024-02-18,489,95.0,110.3,Rush,2024-03-03,Completed
PO-2024-0350,SUP-014,PRD-024,2024-11-20,2024-11-20,204,40.0,39.94,Regular,2024-11-28,Completed
PO-2024-0351,SUP-006,PRD-030,2024-12-05,2024-12-05,438,185.0,189.29,Regular,2024-12-18,Completed
PO-2024-0352,SUP-011,PRD-029,2024-01-27,2024-01-27,61,220.0,220.0,Rush,2024-02-27,Completed
PO-2024-0353,SUP-014,PRD-029,2024-12-03,2024-12-03,432,220.0,221.12,Regular,2024-12-11,Completed
PO-2024-0354,SUP-015,PRD-012,2024-12-17,2024-12-17,67,55.0,55.0,Regular,2025-01-16,Completed
PO-2024-0355,SUP-009,PRD-021,2024-05-02,2024-05-02,172,35.0,35.9,Regular,2024-05-16,Completed
PO-2024-0356,SUP-004,PRD-025,2024-07-26,2024-07-26,182,28.0,28.19,Regular,2024-08-06,Completed
PO-2024-0357,SUP-011,PRD-015,2024-06-04,2024-06-04,409,155.0,155.0,Regular,2024-06-14,Pending
PO-2024-0358,SUP-013,PRD-014,2024-10-28,2024-10-28,494,60.0,60.2,Regular,2024-11-12,Completed
PO-2024-0359,SUP-002,PRD-026,2024-04-04,2024-04-04,496,38.0,37.99,Regular,2024-04-15,Completed
PO-2024-0360,SUP-001,PRD-016,2024-12-17,2024-12-17,310,90.0,91.3,Regular,2024-12-25,Completed
PO-2024-0361,SUP-015,PRD-009,2024-06-09,2024-06-09,108,155.0,152.52,Regular,2024-07-11,Completed
PO-2024-0362,SUP-004,PRD-016,2024-07-16,2024-07-16,326,90.0,103.47,Rush,2024-07-22,Completed
PO-2024-0363,SUP-003,PRD-006,2024-02-08,2024-02-08,229,110.0,110.0,Regular,2024-03-02,Completed
PO-2024-0364,SUP-007,PRD-019,2024-10-23,2024-10-23,269,80.0,80.83,Regular,2024-10-27,Completed
PO-2024-0365,SUP-005,PRD-025,2024-07-25,2024-07-25,280,28.0,28.68,Regular,2024-07-30,Completed
PO-2024-0366,SUP-001,PRD-008,2024-05-18,2024-05-18,456,210.0,211.97,Regular,2024-05-28,Completed
PO-2024-0367,SUP-014,PRD-022,2024-05-20,2024-05-20,69,30.0,30.72,Regular,2024-05-30,Completed
PO-2024-0368,SUP-008,PRD-013,2024-08-27,2024-08-27,304,75.0,83.09,Regular,2024-09-19,Completed
PO-2024-0369,SUP-001,PRD-030,2024-03-26,2024-03-26,187,185.0,188.65,Regular,2024-03-31,Completed
PO-2024-0370,SUP-014,PRD-003,2024-10-03,2024-10-03,478,95.0,97.05,Regular,2024-10-13,Completed
PO-2024-0371,SUP-014,PRD-030,2024-09-06,2024-09-06,366,185.0,185.0,Regular,2024-09-15,Pending
PO-2024-0372,SUP-009,PRD-027,2024-10-11,2024-10-11,448,55.0,54.18,Regular,2024-10-20,Completed
PO-2024-0373,SUP-011,PRD-012,2024-12-18,2024-12-18,212,55.0,63.46,Regular,2025-01-18,Completed
PO-2024-0374,SUP-011,PRD-030,2024-10-02,2024-10-02,245,185.0,185.0,Rush,2024-11-05,Completed
PO-2024-0375,SUP-004,PRD-024,2024-06-12,2024-06-12,238,40.0,39.21,Regular,2024-06-18,Completed
PO-2024-0376,SUP-002,PRD-024,2024-09-01,2024-09-01,278,40.0,41.32,Regular,2024-09-09,Completed
PO-2024-0377,SUP-004,PRD-006,2024-01-28,2024-01-28,435,110.0,108.27,Regular,2024-02-03,Completed
PO-2024-0378,SUP-010,PRD-025,2024-11-13,2024-11-13,268,28.0,28.15,Regular,2024-11-17,Completed
PO-2024-0379,SUP-001,PRD-007,2024-08-17,2024-08-17,157,135.0,135.79,Regular,2024-08-26,Completed
PO-2024-0380,SUP-014,PRD-025,2024-11-08,2024-11-08,229,28.0,31.55,Rush,2024-11-18,Completed
PO-2024-0381,SUP-005,PRD-029,2024-05-25,2024-05-25,408,220.0,223.74,Regular,2024-05-31,Completed
PO-2024-0382,SUP-008,PRD-014,2024-12-29,2024-12-29,109,60.0,64.3,Regular,2025-01-27,Completed
PO-2024-0383,SUP-012,PRD-028,2024-03-31,2024-03-31,404,95.0,117.26,Emergency,2024-04-08,Completed
PO-2024-0384,SUP-012,PRD-012,2024-08-18,2024-08-18,195,55.0,56.76,Regular,2024-08-26,Pending
PO-2024-0385,SUP-009,PRD-010,2024-01-15,2024-01-15,490,130.0,131.59,Regular,2024-01-27,Completed
PO-2024-0386,SUP-004,PRD-007,2024-06-20,2024-06-20,375,135.0,132.96,Regular,2024-06-30,Cancelled
PO-2024-0387,SUP-012,PRD-025,2024-08-12,2024-08-12,233,28.0,28.64,Regular,2024-08-20,Completed
PO-2024-0388,SUP-015,PRD-001,2024-04-19,2024-04-19,356,45.0,45.9,Regular,2024-05-17,Completed
PO-2024-0389,SUP-007,PRD-007,2024-04-29,2024-04-29,70,135.0,161.36,Emergency,2024-05-03,Completed
PO-2024-0390,SUP-003,PRD-020,2024-07-17,2024-07-17,155,95.0,111.32,Regular,2024-08-07,Completed
PO-2024-0391,SUP-004,PRD-030,2024-08-17,2024-08-17,225,185.0,186.59,Regular,2024-08-27,Completed
PO-2024-0392,SUP-006,PRD-005,2024-10-18,2024-10-18,370,180.0,179.28,Regular,2024-10-31,Completed
PO-2024-0393,SUP-013,PRD-008,2024-12-18,2024-12-18,140,210.0,212.03,Regular,2025-01-01,Completed
PO-2024-0394,SUP-001,PRD-019,2024-06-22,2024-06-22,254,80.0,81.6,Regular,2024-06-29,Completed
PO-2024-0395,SUP-015,PRD-015,2024-11-19,2024-11-19,159,155.0,160.55,Regular,2024-12-16,Completed
PO-2024-0396,SUP-013,PRD-021,2024-04-16,2024-04-16,326,35.0,35.82,Regular,2024-05-02,Completed
PO-2024-0397,SUP-006,PRD-030,2024-03-15,2024-03-15,237,185.0,211.38,Rush,2024-03-28,Completed
PO-2024-0398,SUP-003,PRD-002,2024-10-13,2024-10-13,436,120.0,136.18,Regular,2024-11-05,Pending
PO-2024-0399,SUP-014,PRD-018,2024-11-30,2024-11-30,353,120.0,121.15,Regular,2024-12-09,Completed
PO-2024-0400,SUP-013,PRD-020,2024-03-26,2024-03-26,395,95.0,95.47,Regular,2024-04-10,Completed
PO-2024-0401,SUP-012,PRD-019,2024-04-13,2024-04-13,321,80.0,80.0,Emergency,2024-04-23,Completed
PO-2024-0402,SUP-013,PRD-007,2024-06-14,2024-06-14,477,135.0,137.31,Regular,2024-06-27,Completed
PO-2024-0403,SUP-005,PRD-022,2024-07-30,2024-07-30,322,30.0,30.54,Regular,2024-08-05,Completed
PO-2024-0404,SUP-013,PRD-001,2024-12-15,2024-12-15,449,45.0,45.0,Regular,2024-12-25,Completed
PO-2024-0405,SUP-011,PRD-006,2024-06-13,2024-06-13,380,110.0,145.61,Rush,2024-07-17,Completed
PO-2024-0406,SUP-009,PRD-016,2024-01-08,2024-01-08,411,90.0,93.16,Regular,2024-01-21,Completed
PO-2024-0407,SUP-007,PRD-028,2024-04-21,2024-04-21,289,95.0,105.58,Rush,2024-04-30,Completed
PO-2024-0408,SUP-004,PRD-020,2024-07-18,2024-07-18,175,95.0,93.55,Regular,2024-07-24,Completed
PO-2024-0409,SUP-006,PRD-030,2024-07-24,2024-07-24,430,185.0,187.68,Regular,2024-07-31,Completed
PO-2024-0410,SUP-007,PRD-026,2024-05-12,2024-05-12,260,38.0,37.95,Regular,2024-05-19,Completed
PO-2024-0411,SUP-006,PRD-023,2024-08-25,2024-08-25,326,25.0,25.73,Regular,2024-09-07,Cancelled
PO-2024-0412,SUP-009,PRD-028,2024-12-30,2024-12-30,402,95.0,93.34,Regular,2025-01-08,Completed
PO-2024-0413,SUP-010,PRD-007,2024-02-02,2024-02-02,464,135.0,135.65,Regular,2024-02-07,Completed
PO-2024-0414,SUP-003,PRD-001,2024-10-13,2024-10-13,490,45.0,51.07,Regular,2024-11-03,Completed
PO-2024-0415,SUP-006,PRD-022,2024-04-12,2024-04-12,213,30.0,30.23,Regular,2024-04-25,Completed
PO-2024-0416,SUP-009,PRD-005,2024-01-25,2024-01-25,233,180.0,183.98,Regular,2024-02-04,Completed
PO-2024-0417,SUP-005,PRD-011,2024-10-07,2024-10-07,299,85.0,87.18,Regular,2024-10-14,Completed
PO-2024-0418,SUP-007,PRD-002,2024-04-07,2024-04-07,384,120.0,122.93,Regular,2024-04-12,Completed
PO-2024-0419,SUP-008,PRD-020,2024-03-14,2024-03-14,174,95.0,105.5,Regular,2024-04-10,Completed
PO-2024-0420,SUP-005,PRD-021,2024-11-30,2024-11-30,120,35.0,35.76,Regular,2024-12-05,Completed
PO-2024-0421,SUP-010,PRD-012,2024-10-23,2024-10-23,263,55.0,56.16,Regular,2024-10-28,Completed
PO-2024-0422,SUP-002,PRD-015,2024-01-15,2024-01-15,411,155.0,155.0,Regular,2024-01-27,Completed
PO-2024-0423,SUP-005,PRD-012,2024-12-31,2024-12-31,430,55.0,56.65,Regular,2025-01-05,Completed
PO-2024-0424,SUP-001,PRD-016,2024-02-09,2024-02-09,351,90.0,90.64,Regular,2024-02-18,Completed
PO-2024-0425,SUP-008,PRD-005,2024-05-29,2024-05-29,214,180.0,195.38,Regular,2024-06-26,Completed
PO-2024-0426,SUP-002,PRD-010,2024-02-13,2024-02-13,481,130.0,128.3,Regular,2024-02-26,Completed
PO-2024-0427,SUP-007,PRD-029,2024-05-18,2024-05-18,281,220.0,225.01,Regular,2024-05-25,Completed
PO-2024-0428,SUP-013,PRD-026,2024-07-08,2024-07-08,426,38.0,37.69,Regular,2024-07-18,Completed
PO-2024-0429,SUP-011,PRD-018,2024-02-13,2024-02-13,168,120.0,139.15,Regular,2024-03-15,Completed
PO-2024-0430,SUP-013,PRD-021,2024-05-12,2024-05-12,238,35.0,35.05,Regular,2024-05-27,Pending
PO-2024-0431,SUP-011,PRD-015,2024-09-01,2024-09-01,209,155.0,188.71,Regular,2024-09-11,Completed
PO-2024-0432,SUP-003,PRD-003,2024-03-23,2024-03-23,190,95.0,109.55,Regular,2024-04-17,Completed
PO-2024-0433,SUP-013,PRD-025,2024-09-28,2024-09-28,491,28.0,34.09,Emergency,2024-10-14,Completed
PO-2024-0434,SUP-003,PRD-003,2024-04-28,2024-04-28,304,95.0,108.74,Regular,2024-05-23,Completed
PO-2024-0435,SUP-014,PRD-010,2024-08-29,2024-08-29,120,130.0,129.87,Regular,2024-09-08,Completed
PO-2024-0436,SUP-012,PRD-010,2024-02-12,2024-02-12,217,130.0,127.63,Regular,2024-02-23,Completed
PO-2024-0437,SUP-015,PRD-029,2024-02-23,2024-02-23,326,220.0,264.48,Rush,2024-03-23,Completed
PO-2024-0438,SUP-003,PRD-030,2024-07-11,2024-07-11,160,185.0,215.59,Regular,2024-08-05,Completed
PO-2024-0439,SUP-001,PRD-013,2024-01-16,2024-01-16,405,75.0,83.32,Rush,2024-01-25,Completed
PO-2024-0440,SUP-007,PRD-007,2024-08-06,2024-08-06,123,135.0,135.0,Regular,2024-08-12,Completed
PO-2024-0441,SUP-004,PRD-010,2024-12-09,2024-12-09,209,130.0,130.0,Regular,2024-12-16,Completed
PO-2024-0442,SUP-015,PRD-011,2024-05-12,2024-05-12,305,85.0,83.8,Regular,2024-06-13,Completed
PO-2024-0443,SUP-009,PRD-023,2024-08-30,2024-08-30,120,25.0,28.45,Emergency,2024-09-09,Completed
PO-2024-0444,SUP-007,PRD-030,2024-02-19,2024-02-19,215,185.0,185.74,Regular,2024-02-22,Completed
PO-2024-0445,SUP-009,PRD-010,2024-12-06,2024-12-06,244,130.0,131.66,Regular,2024-12-17,Pending
PO-2024-0446,SUP-003,PRD-021,2024-09-26,2024-09-26,112,35.0,46.01,Regular,2024-10-21,Pending
PO-2024-0447,SUP-014,PRD-007,2024-08-15,2024-08-15,59,135.0,134.69,Regular,2024-08-25,Completed
PO-2024-0448,SUP-006,PRD-012,2024-04-20,2024-04-20,412,55.0,54.82,Regular,2024-05-02,Completed
PO-2024-0449,SUP-006,PRD-019,2024-09-04,2024-09-04,152,80.0,79.2,Regular,2024-09-17,Completed
PO-2024-0450,SUP-002,PRD-030,2024-11-18,2024-11-18,437,185.0,189.0,Regular,2024-11-29,Pending
PO-2024-0451,SUP-002,PRD-004,2024-01-21,2024-01-21,207,65.0,63.78,Regular,2024-01-31,Completed
PO-2024-0452,SUP-014,PRD-011,2024-08-25,2024-08-25,215,85.0,85.0,Rush,2024-09-01,Completed
PO-2024-0453,SUP-008,PRD-011,2024-08-13,2024-08-13,357,85.0,92.41,Regular,2024-09-07,Completed
PO-2024-0454,SUP-004,PRD-021,2024-03-28,2024-03-28,104,35.0,36.18,Regular,2024-04-03,Completed
PO-2024-0455,SUP-011,PRD-028,2024-01-28,2024-01-28,340,95.0,111.72,Regular,2024-03-02,Completed
PO-2024-0456,SUP-005,PRD-026,2024-09-21,2024-09-21,383,38.0,38.38,Regular,2024-09-28,Pending
PO-2024-0457,SUP-003,PRD-007,2024-02-26,2024-02-26,151,135.0,154.06,Regular,2024-03-17,Completed
PO-2024-0458,SUP-009,PRD-010,2024-02-16,2024-02-16,88,130.0,132.1,Regular,2024-02-27,Completed
PO-2024-0459,SUP-006,PRD-021,2024-04-19,2024-04-19,315,35.0,34.97,Regular,2024-04-27,Completed
PO-2024-0460,SUP-004,PRD-015,2024-10-28,2024-10-28,169,155.0,156.68,Regular,2024-11-06,Completed
PO-2024-0461,SUP-013,PRD-009,2024-03-19,2024-03-19,106,155.0,156.03,Regular,2024-03-29,Completed
