snapshot_id,product_id,date_id,warehouse_id,snapshot_date,opening_stock,closing_stock,avg_stock_value,stock_age_days,is_dead_stock,holding_cost
INV-2024-00252,PRD-006,2024-12-31,WH-01,2024-12-31,866,838,93720.0,80.0,0,1874.4
INV-2024-00253,PRD-006,2024-01-31,WH-02,2024-01-31,1543,1526,202488.0,159.0,1,4049.76
INV-2024-00254,PRD-006,2024-02-29,WH-02,2024-02-29,1526,1613,207240.0,159.0,1,4144.8
INV-2024-00255,PRD-006,2024-03-31,WH-02,2024-03-31,1613,1709,219252.0,159.0,1,4385.04
INV-2024-00256,PRD-006,2024-04-30,WH-02,2024-04-30,1709,1754,290649.23,159.0,1,5812.98
INV-2024-00257,PRD-006,2024-05-31,WH-02,2024-05-31,1754,1772,287821.46,159.0,1,5756.43
INV-2024-00258,PRD-006,2024-06-30,WH-02,2024-06-30,1772,1737,257948.53,159.0,1,5158.97
INV-2024-00259,PRD-006,2024-07-31,WH-02,2024-07-31,1737,1688,225984.0,159.0,1,4519.68
INV-2024-00260,PRD-006,2024-08-31,WH-02,2024-08-31,1688,1765,227832.0,159.0,1,4556.64
INV-2024-00261,PRD-006,2024-09-30,WH-02,2024-09-30,1765,1798,235224.0,159.0,1,4704.48
INV-2024-00262,PRD-006,2024-10-31,WH-02,2024-10-31,1798,1887,243144.0,159.0,1,4862.88
INV-2024-00263,PRD-006,2024-11-30,WH-02,2024-11-30,1887,1960,253968.0,159.0,1,5079.36
INV-2024-00264,PRD-006,2024-12-31,WH-02,2024-12-31,1960,1942,257532.0,159.0,1,5150.64
INV-2024-00265,PRD-006,2024-01-31,WH-03,2024-01-31,1939,1989,302456.0,55.0,0,6049.12
INV-2024-00266,PRD-006,2024-02-29,WH-03,2024-02-29,1989,1950,303380.0,55.0,0,6067.6
INV-2024-00267,PRD-006,2024-03-31,WH-03,2024-03-31,1950,1966,301532.0,55.0,0,6030.64
INV-2024-00268,PRD-006,2024-04-30,WH-03,2024-04-30,1966,1980,392636.21,55.0,0,7852.72
INV-2024-00269,PRD-006,2024-05-31,WH-03,2024-05-31,1980,2003,350125.63,55.0,0,7002.51
INV-2024-00270,PRD-006,2024-06-30,WH-03,2024-06-30,2003,1981,341700.37,55.0,0,6834.01
INV-2024-00271,PRD-006,2024-07-31,WH-03,2024-07-31,1981,2025,308462.0,56.0,0,6169.24
INV-2024-00272,PRD-006,2024-08-31,WH-03,2024-08-31,2025,2020,311388.0,56.0,0,6227.76
INV-2024-00273,PRD-006,2024-09-30,WH-03,2024-09-30,2020,2099,317240.0,55.0,0,6344.8
INV-2024-00274,PRD-006,2024-10-31,WH-03,2024-10-31,2099,2083,322014.0,55.0,0,6440.28
INV-2024-00275,PRD-006,2024-11-30,WH-03,2024-11-30,2083,1234,287821.46,55.0,0,6461.84
INV-2024-00276,PRD-006,2024-12-31,WH-03,2024-12-31,2113,2152,328328.0,55.0,0,6566.56
INV-2024-00277,PRD-006,2024-01-31,WH-04,2024-01-31,1564,1603,296208.0,30.0,0,5924.16
INV-2024-00278,PRD-006,2024-02-29,WH-04,2024-02-29,1603,1667,305745.0,30.0,0,6114.9
INV-2024-00279,PRD-006,2024-03-31,WH-04,2024-03-31,1667,1721,316778.0,30.0,0,6335.56
INV-2024-00280,PRD-006,2024-04-30,WH-04,2024-04-30,1721,1805,370440.44,30.0,0,7408.81
INV-2024-00281,PRD-006,2024-05-31,WH-04,2024-05-31,1805,1868,420852.44,30.0,0,8417.05
INV-2024-00282,PRD-006,2024-06-30,WH-04,2024-06-30,1868,1937,287821.46,56.0,0,8870.61
INV-2024-00283,PRD-006,2024-07-31,WH-04,2024-07-31,1937,1907,359414.0,30.0,0,7188.28
INV-2024-00284,PRD-006,2024-08-31,WH-04,2024-08-31,1907,1994,364650.0,30.0,0,7293.0
INV-2024-00285,PRD-006,2024-09-30,WH-04,2024-09-30,1994,2044,287821.46,30.0,0,7551.06
INV-2024-00286,PRD-006,2024-10-31,WH-04,2024-10-31,2044,2092,386716.0,30.0,0,7734.32
INV-2024-00287,PRD-006,2024-11-30,WH-04,2024-11-30,2092,2077,389708.0,30.0,0,7794.16
INV-2024-00288,PRD-006,2024-12-31,WH-04,2024-12-31,2077,2122,392700.0,30.0,0,7854.0
INV-2024-00289,PRD-007,2024-01-31,WH-01,2024-01-31,236,197,29160.0,66.0,0,583.2
INV-2024-00290,PRD-007,2024-02-29,WH-01,2024-02-29,197,259,96390.0,66.0,0,615.6
INV-2024-00291,PRD-007,2024-03-31,WH-01,2024-03-31,259,221,32400.0,66.0,0,648.0
INV-2024-00292,PRD-007,2024-04-30,WH-01,2024-04-30,221,193,34956.64,66.0,0,699.13
INV-2024-00293,PRD-007,2024-05-31,WH-01,2024-05-31,193,247,96390.0,66.0,0,698.27
INV-2024-00294,PRD-007,2024-06-30,WH-01,2024-06-30,247,309,45075.42,56.0,0,901.51
INV-2024-00295,PRD-007,2024-07-31,WH-01,2024-07-31,309,370,45900.0,66.0,0,918.0
INV-2024-00296,PRD-007,2024-08-31,WH-01,2024-08-31,370,405,52380.0,66.0,0,1047.6
INV-2024-00297,PRD-007,2024-09-30,WH-01,2024-09-30,405,495,60750.0,66.0,0,1215.0
INV-2024-00298,PRD-007,2024-10-31,WH-01,2024-10-31,495,463,64665.0,66.0,0,1293.3
INV-2024-00299,PRD-007,2024-11-30,WH-01,2024-11-30,463,512,65880.0,66.0,0,1317.6
INV-2024-00300,PRD-007,2024-12-31,WH-01,2024-12-31,512,601,75060.0,66.0,0,1501.2
INV-2024-00301,PRD-007,2024-01-31,WH-02,2024-01-31,315,273,47628.0,23.0,0,952.56
INV-2024-00302,PRD-007,2024-02-29,WH-02,2024-02-29,273,250,42444.0,23.0,0,848.88
INV-2024-00303,PRD-007,2024-03-31,WH-02,2024-03-31,250,327,46656.0,23.0,0,933.12
INV-2024-00304,PRD-007,2024-04-30,WH-02,2024-04-30,327,328,64543.64,23.0,0,1290.87
INV-2024-00305,PRD-007,2024-05-31,WH-02,2024-05-31,328,388,64761.63,23.0,0,1295.23
INV-2024-00306,PRD-007,2024-06-30,WH-02,2024-06-30,388,406,74516.91,23.0,0,1490.34
INV-2024-00307,PRD-007,2024-07-31,WH-02,2024-07-31,406,380,63666.0,23.0,0,1273.32
INV-2024-00308,PRD-007,2024-08-31,WH-02,2024-08-31,380,452,67392.0,23.0,0,1347.84
INV-2024-00309,PRD-007,2024-09-30,WH-02,2024-09-30,452,454,73386.0,23.0,0,1467.72
INV-2024-00310,PRD-007,2024-10-31,WH-02,2024-10-31,454,547,81000.0,23.0,0,1620.0
INV-2024-00311,PRD-007,2024-11-30,WH-02,2024-11-30,547,553,89100.0,23.0,0,1782.0
INV-2024-00312,PRD-007,2024-12-31,WH-02,2024-12-31,553,541,88614.0,23.0,0,1772.28
INV-2024-00313,PRD-007,2024-01-31,WH-03,2024-01-31,465,556,96390.0,132.0,1,1927.8
INV-2024-00314,PRD-007,2024-02-29,WH-03,2024-02-29,556,627,111888.0,132.0,1,2237.76
INV-2024-00315,PRD-007,2024-03-31,WH-03,2024-03-31,627,709,126252.0,56.0,1,2525.04
INV-2024-00316,PRD-007,2024-04-30,WH-03,2024-04-30,709,733,153086.42,132.0,1,3061.73
INV-2024-00317,PRD-007,2024-05-31,WH-03,2024-05-31,733,758,174495.02,132.0,1,3489.9
INV-2024-00318,PRD-007,2024-06-30,WH-03,2024-06-30,758,852,170436.56,132.0,1,3408.73
INV-2024-00319,PRD-007,2024-07-31,WH-03,2024-07-31,852,808,156870.0,132.0,1,3137.4
INV-2024-00320,PRD-007,2024-08-31,WH-03,2024-08-31,808,898,161217.0,132.0,1,3224.34
INV-2024-00321,PRD-007,2024-09-30,WH-03,2024-09-30,898,984,177849.0,132.0,1,3556.98
INV-2024-00322,PRD-007,2024-10-31,WH-03,2024-10-31,984,960,183708.0,132.0,1,3674.16
INV-2024-00323,PRD-007,2024-11-30,WH-03,2024-11-30,960,1031,188244.0,132.0,1,3764.88
INV-2024-00324,PRD-007,2024-12-31,WH-03,2024-12-31,1031,985,190512.0,132.0,1,3810.24
INV-2024-00325,PRD-007,2024-01-31,WH-04,2024-01-31,678,763,165240.0,42.0,0,3304.8
INV-2024-00326,PRD-007,2024-02-29,WH-04,2024-02-29,763,821,181764.0,42.0,0,3635.28
INV-2024-00327,PRD-007,2024-03-31,WH-04,2024-03-31,821,835,190026.0,42.0,0,3800.52
INV-2024-00328,PRD-007,2024-04-30,WH-04,2024-04-30,835,870,96390.0,42.0,0,4937.47
INV-2024-00329,PRD-007,2024-05-31,WH-04,2024-05-31,870,890,261982.55,42.0,0,5239.65
INV-2024-00330,PRD-007,2024-06-30,WH-04,2024-06-30,890,971,249728.27,42.0,0,4994.57
INV-2024-00331,PRD-007,2024-07-31,WH-04,2024-07-31,971,939,219172.5,42.0,0,4383.45
INV-2024-00332,PRD-007,2024-08-31,WH-04,2024-08-31,939,996,222156.0,42.0,0,4443.12
INV-2024-00333,PRD-007,2024-09-30,WH-04,2024-09-30,996,1036,233172.0,56.0,0,4663.44
INV-2024-00334,PRD-007,2024-10-31,WH-04,2024-10-31,1036,1075,242352.0,42.0,0,4847.04
INV-2024-00335,PRD-007,2024-11-30,WH-04,2024-11-30,1075,1043,243040.5,42.0,0,4860.81
INV-2024-00336,PRD-007,2024-12-31,WH-04,2024-12-31,1043,1031,237991.5,42.0,0,4759.83
INV-2024-00337,PRD-008,2024-01-31,WH-01,2024-01-31,290,365,68880.0,49.0,0,1377.6
INV-2024-00338,PRD-008,2024-02-29,WH-01,2024-02-29,365,372,77280.0,49.0,0,1545.6
INV-2024-00339,PRD-008,2024-03-31,WH-01,2024-03-31,372,469,133476.0,49.0,0,1764.0
INV-2024-00340,PRD-008,2024-04-30,WH-01,2024-04-30,469,479,125874.11,49.0,0,2517.48
INV-2024-00341,PRD-008,2024-05-31,WH-01,2024-05-31,479,429,117860.06,49.0,0,2357.2
INV-2024-00342,PRD-008,2024-06-30,WH-01,2024-06-30,429,470,122135.06,49.0,0,2442.7
INV-2024-00343,PRD-008,2024-07-31,WH-01,2024-07-31,470,532,105210.0,49.0,0,2104.2
INV-2024-00344,PRD-008,2024-08-31,WH-01,2024-08-31,532,537,112140.0,49.0,0,2242.8
INV-2024-00345,PRD-008,2024-09-30,WH-01,2024-09-30,537,603,119700.0,49.0,0,2394.0
INV-2024-00346,PRD-008,2024-10-31,WH-01,2024-10-31,603,686,135240.0,49.0,0,2704.8
INV-2024-00347,PRD-008,2024-11-30,WH-01,2024-11-30,686,693,144900.0,49.0,0,2898.0
INV-2024-00348,PRD-008,2024-12-31,WH-01,2024-12-31,693,686,144900.0,49.0,0,2898.0
INV-2024-00349,PRD-008,2024-01-31,WH-02,2024-01-31,328,357,86184.0,49.0,0,1723.68
INV-2024-00350,PRD-008,2024-02-29,WH-02,2024-02-29,357,424,98280.0,49.0,0,1965.6
INV-2024-00351,PRD-008,2024-03-31,WH-02,2024-03-31,424,520,118944.0,49.0,0,2378.88
INV-2024-00352,PRD-008,2024-04-30,WH-02,2024-04-30,520,489,141624.96,49.0,0,2832.5
INV-2024-00353,PRD-008,2024-05-31,WH-02,2024-05-31,489,485,150444.86,49.0,0,3008.9
INV-2024-00354,PRD-008,2024-06-30,WH-02,2024-06-30,485,448,133476.0,49.0,0,2721.84
INV-2024-00355,PRD-008,2024-07-31,WH-02,2024-07-31,448,398,106596.0,49.0,0,2131.92
INV-2024-00356,PRD-008,2024-08-31,WH-02,2024-08-31,398,464,108612.0,49.0,0,2172.24
INV-2024-00357,PRD-008,2024-09-30,WH-02,2024-09-30,464,467,117432.0,49.0,0,2348.64
INV-2024-00358,PRD-008,2024-10-31,WH-02,2024-10-31,467,534,126000.0,49.0,0,2520.0
INV-2024-00359,PRD-008,2024-11-30,WH-02,2024-11-30,534,486,128520.0,49.0,0,2570.4
INV-2024-00360,PRD-008,2024-12-31,WH-02,2024-12-31,486,1234,134064.0,49.0,0,2681.28
INV-2024-00361,PRD-008,2024-01-31,WH-03,2024-01-31,221,244,68208.0,79.0,0,1364.16
INV-2024-00362,PRD-008,2024-02-29,WH-03,2024-02-29,244,209,66444.0,79.0,0,1328.88
INV-2024-00363,PRD-008,2024-03-31,WH-03,2024-03-31,209,260,68796.0,79.0,0,1375.92
INV-2024-00364,PRD-008,2024-04-30,WH-03,2024-04-30,260,326,99535.03,79.0,0,1990.7
INV-2024-00365,PRD-008,2024-05-31,WH-03,2024-05-31,326,367,125056.4,79.0,0,2501.13
INV-2024-00366,PRD-008,2024-06-30,WH-03,2024-06-30,367,452,141112.62,79.0,0,2822.25
INV-2024-00367,PRD-008,2024-07-31,WH-03,2024-07-31,452,429,129360.0,79.0,0,2587.2
INV-2024-00368,PRD-008,2024-08-31,WH-03,2024-08-31,429,479,133476.0,79.0,0,2669.52
INV-2024-00369,PRD-008,2024-09-30,WH-03,2024-09-30,479,469,139356.0,79.0,0,2787.12
INV-2024-00370,PRD-008,2024-10-31,WH-03,2024-10-31,469,563,151704.0,79.0,0,3034.08
INV-2024-00371,PRD-008,2024-11-30,WH-03,2024-11-30,563,653,178752.0,79.0,0,3575.04
INV-2024-00372,PRD-008,2024-12-31,WH-03,2024-12-31,653,648,191100.0,79.0,0,3822.0
INV-2024-00373,PRD-008,2024-01-31,WH-04,2024-01-31,848,912,314160.0,96.0,1,6283.2
INV-2024-00374,PRD-008,2024-02-29,WH-04,2024-02-29,912,908,324870.0,96.0,1,6497.4
INV-2024-00375,PRD-008,2024-03-31,WH-04,2024-03-31,908,867,133476.0,96.0,1,6340.32
INV-2024-00376,PRD-008,2024-04-30,WH-04,2024-04-30,867,872,396105.46,96.0,1,7922.11
INV-2024-00377,PRD-008,2024-05-31,WH-04,2024-05-31,872,930,364426.72,96.0,1,7288.53
INV-2024-00378,PRD-008,2024-06-30,WH-04,2024-06-30,930,912,412811.36,96.0,1,8256.23
INV-2024-00379,PRD-008,2024-07-31,WH-04,2024-07-31,912,1007,342720.0,96.0,1,6854.4
INV-2024-00380,PRD-008,2024-08-31,WH-04,2024-08-31,1007,967,352359.0,96.0,1,7047.18
INV-2024-00381,PRD-008,2024-09-30,WH-04,2024-09-30,967,1001,351288.0,96.0,1,7025.76
INV-2024-00382,PRD-008,2024-10-31,WH-04,2024-10-31,1001,976,352716.0,96.0,1,7054.32
INV-2024-00383,PRD-008,2024-11-30,WH-04,2024-11-30,976,988,350574.0,96.0,1,7011.48
INV-2024-00384,PRD-008,2024-12-31,WH-04,2024-12-31,988,1023,359142.0,96.0,1,7182.84
INV-2024-00385,PRD-009,2024-01-31,WH-01,2024-01-31,566,613,91450.0,53.0,0,1829.0
INV-2024-00386,PRD-009,2024-02-29,WH-01,2024-02-29,613,667,99200.0,53.0,0,1984.0
INV-2024-00387,PRD-009,2024-03-31,WH-01,2024-03-31,667,715,107105.0,53.0,0,2142.1
INV-2024-00388,PRD-009,2024-04-30,WH-01,2024-04-30,715,793,128876.57,53.0,0,2577.53
INV-2024-00389,PRD-009,2024-05-31,WH-01,2024-05-31,793,797,156858.58,53.0,0,3137.17
INV-2024-00390,PRD-009,2024-06-30,WH-01,2024-06-30,797,841,158678.98,53.0,0,3173.58
INV-2024-00391,PRD-009,2024-07-31,WH-01,2024-07-31,841,793,126635.0,53.0,0,2532.7
INV-2024-00392,PRD-009,2024-08-31,WH-01,2024-08-31,793,765,120745.0,53.0,0,2414.9
INV-2024-00393,PRD-009,2024-09-30,WH-01,2024-09-30,765,767,118730.0,53.0,0,2374.6
INV-2024-00394,PRD-009,2024-10-31,WH-01,2024-10-31,767,799,121365.0,53.0,0,2427.3
INV-2024-00395,PRD-009,2024-11-30,WH-01,2024-11-30,799,893,131130.0,53.0,0,2622.6
INV-2024-00396,PRD-009,2024-12-31,WH-01,2024-12-31,893,927,141050.0,53.0,0,2821.0
INV-2024-00397,PRD-009,2024-01-31,WH-02,2024-01-31,230,183,38316.0,5.0,0,766.32
INV-2024-00398,PRD-009,2024-02-29,WH-02,2024-02-29,183,245,127755.785,5.0,0,796.08
INV-2024-00399,PRD-009,2024-03-31,WH-02,2024-03-31,245,226,43896.0,56.0,0,877.92
INV-2024-00400,PRD-009,2024-04-30,WH-02,2024-04-30,226,209,47507.36,5.0,0,950.15
INV-2024-00401,PRD-009,2024-05-31,WH-02,2024-05-31,209,230,45193.56,5.0,0,903.87
INV-2024-00402,PRD-009,2024-06-30,WH-02,2024-06-30,230,297,62179.13,5.0,0,1243.58
INV-2024-00403,PRD-009,2024-07-31,WH-02,2024-07-31,297,296,55056.0,5.0,0,1101.12
INV-2024-00404,PRD-009,2024-08-31,WH-02,2024-08-31,296,257,51336.0,5.0,0,1026.72
INV-2024-00405,PRD-009,2024-09-30,WH-02,2024-09-30,257,260,47988.0,5.0,0,959.76
INV-2024-00406,PRD-009,2024-10-31,WH-02,2024-10-31,260,342,55986.0,5.0,0,1119.72
INV-2024-00407,PRD-009,2024-11-30,WH-02,2024-11-30,342,348,64170.0,5.0,0,1283.4
INV-2024-00408,PRD-009,2024-12-31,WH-02,2024-12-31,348,442,73470.0,5.0,0,1469.4
INV-2024-00409,PRD-009,2024-01-31,WH-03,2024-01-31,416,450,93961.0,137.0,1,1879.22
INV-2024-00410,PRD-009,2024-02-29,WH-03,2024-02-29,450,541,107632.0,137.0,1,2152.64
INV-2024-00411,PRD-009,2024-03-31,WH-03,2024-03-31,541,556,118916.0,137.0,1,2378.32
INV-2024-00412,PRD-009,2024-04-30,WH-03,2024-04-30,556,580,127755.785,137.0,1,2816.63
INV-2024-00413,PRD-009,2024-05-31,WH-03,2024-05-31,580,567,152162.24,137.0,1,3043.24
INV-2024-00414,PRD-009,2024-06-30,WH-03,2024-06-30,567,598,148831.01,137.0,1,2976.62
INV-2024-00415,PRD-009,2024-07-31,WH-03,2024-07-31,598,638,134106.0,137.0,1,2682.12
INV-2024-00416,PRD-009,2024-08-31,WH-03,2024-08-31,638,639,138446.0,137.0,1,2768.92
INV-2024-00417,PRD-009,2024-09-30,WH-03,2024-09-30,639,667,141701.0,137.0,1,2834.02
INV-2024-00418,PRD-009,2024-10-31,WH-03,2024-10-31,667,646,142352.0,137.0,1,2847.04
INV-2024-00419,PRD-009,2024-11-30,WH-03,2024-11-30,646,701,146258.0,137.0,1,2925.16
INV-2024-00420,PRD-009,2024-12-31,WH-03,2024-12-31,701,701,152117.0,137.0,1,3042.34
INV-2024-00421,PRD-009,2024-01-31,WH-04,2024-01-31,392,486,115676.5,33.0,0,2313.53
INV-2024-00422,PRD-009,2024-02-29,WH-04,2024-02-29,486,509,127755.785,33.0,0,2624.46
INV-2024-00423,PRD-009,2024-03-31,WH-04,2024-03-31,509,475,129642.0,33.0,0,2592.84
INV-2024-00424,PRD-009,2024-04-30,WH-04,2024-04-30,475,508,154510.86,33.0,0,3090.22
INV-2024-00425,PRD-009,2024-05-31,WH-04,2024-05-31,508,491,127755.785,33.0,0,3225.66
INV-2024-00426,PRD-009,2024-06-30,WH-04,2024-06-30,491,566,170665.56,33.0,0,3413.31
INV-2024-00427,PRD-009,2024-07-31,WH-04,2024-07-31,566,630,157573.0,33.0,0,3151.46
INV-2024-00428,PRD-009,2024-08-31,WH-04,2024-08-31,630,690,173910.0,33.0,0,3478.2
INV-2024-00429,PRD-009,2024-09-30,WH-04,2024-09-30,690,719,185504.0,56.0,0,3710.08
INV-2024-00430,PRD-009,2024-10-31,WH-04,2024-10-31,719,763,195253.5,33.0,0,3905.07
INV-2024-00431,PRD-009,2024-11-30,WH-04,2024-11-30,763,830,209746.0,33.0,0,4194.92
INV-2024-00432,PRD-009,2024-12-31,WH-04,2024-12-31,830,923,230826.0,33.0,0,4616.52
INV-2024-00433,PRD-010,2024-01-31,WH-01,2024-01-31,945,919,121160.0,8.0,0,2423.2
INV-2024-00434,PRD-010,2024-02-29,WH-01,2024-02-29,919,964,122460.0,8.0,0,2449.2
INV-2024-00435,PRD-010,2024-03-31,WH-01,2024-03-31,964,1006,128050.0,8.0,0,2561.0
INV-2024-00436,PRD-010,2024-04-30,WH-01,2024-04-30,1006,1016,149627.51,8.0,0,2992.55
INV-2024-00437,PRD-010,2024-05-31,WH-01,2024-05-31,1016,1112,174886.02,8.0,0,3497.72
INV-2024-00438,PRD-010,2024-06-30,WH-01,2024-06-30,1112,1153,172107.13,8.0,0,3442.14
INV-2024-00439,PRD-010,2024-07-31,WH-01,2024-07-31,1153,1124,147940.0,8.0,0,2958.8
INV-2024-00440,PRD-010,2024-08-31,WH-01,2024-08-31,1124,1222,152490.0,8.0,0,3049.8
INV-2024-00441,PRD-010,2024-09-30,WH-01,2024-09-30,1222,1241,160160.0,8.0,0,3203.2
INV-2024-00442,PRD-010,2024-10-31,WH-01,2024-10-31,1241,1191,158080.0,8.0,0,3161.6
INV-2024-00443,PRD-010,2024-11-30,WH-01,2024-11-30,1191,1273,160160.0,8.0,0,3203.2
INV-2024-00444,PRD-010,2024-12-31,WH-01,2024-12-31,1273,1234,163020.0,8.0,0,3260.4
INV-2024-00445,PRD-010,2024-01-31,WH-02,2024-01-31,377,371,58344.0,38.0,0,1166.88
INV-2024-00446,PRD-010,2024-02-29,WH-02,2024-02-29,371,393,59592.0,38.0,0,1191.84
INV-2024-00447,PRD-010,2024-03-31,WH-02,2024-03-31,393,368,59280.0,38.0,0,1185.6
INV-2024-00448,PRD-010,2024-04-30,WH-02,2024-04-30,368,364,69975.72,38.0,0,1399.51
INV-2024-00449,PRD-010,2024-05-31,WH-02,2024-05-31,364,369,72781.17,56.0,0,1455.62
INV-2024-00450,PRD-010,2024-06-30,WH-02,2024-06-30,369,381,68764.25,38.0,0,1375.29
INV-2024-00451,PRD-010,2024-07-31,WH-02,2024-07-31,381,411,61776.0,38.0,0,1235.52
INV-2024-00452,PRD-010,2024-08-31,WH-02,2024-08-31,411,386,62088.0,38.0,0,1241.76
INV-2024-00453,PRD-010,2024-09-30,WH-02,2024-09-30,386,371,58968.0,38.0,0,1179.36
INV-2024-00454,PRD-010,2024-10-31,WH-02,2024-10-31,371,321,53976.0,38.0,0,1079.52
INV-2024-00455,PRD-010,2024-11-30,WH-02,2024-11-30,321,278,46800.0,38.0,0,936.0
INV-2024-00456,PRD-010,2024-12-31,WH-02,2024-12-31,278,340,48204.0,38.0,0,964.08
INV-2024-00457,PRD-010,2024-01-31,WH-03,2024-01-31,1068,1064,194012.0,56.0,0,3880.24
INV-2024-00458,PRD-010,2024-02-29,WH-03,2024-02-29,1064,1140,200564.0,56.0,0,4011.28
INV-2024-00459,PRD-010,2024-03-31,WH-03,2024-03-31,1140,1145,207844.0,56.0,0,4156.88
INV-2024-00460,PRD-010,2024-04-30,WH-03,2024-04-30,1145,1108,250765.24,56.0,0,5015.3
INV-2024-00461,PRD-010,2024-05-31,WH-03,2024-05-31,1108,1135,243514.69,56.0,0,4870.29
INV-2024-00462,PRD-010,2024-06-30,WH-03,2024-06-30,1135,1193,235674.18,56.0,0,4713.48
INV-2024-00463,PRD-010,2024-07-31,WH-03,2024-07-31,1193,1198,217672.0,56.0,0,4353.44
INV-2024-00464,PRD-010,2024-08-31,WH-03,2024-08-31,1198,1262,223860.0,56.0,0,4477.2
INV-2024-00465,PRD-010,2024-09-30,WH-03,2024-09-30,1262,1218,225680.0,56.0,0,4513.6
INV-2024-00466,PRD-010,2024-10-31,WH-03,2024-10-31,1218,1170,217308.0,56.0,0,4346.16
INV-2024-00467,PRD-010,2024-11-30,WH-03,2024-11-30,1170,1230,218400.0,56.0,0,4368.0
INV-2024-00468,PRD-010,2024-12-31,WH-03,2024-12-31,1230,1286,228956.0,56.0,0,4579.12
INV-2024-00469,PRD-010,2024-01-31,WH-04,2024-01-31,1230,1294,278902.0,22.0,0,5578.04
INV-2024-00470,PRD-010,2024-02-29,WH-04,2024-02-29,1294,1258,281996.0,22.0,0,5639.92
INV-2024-00471,PRD-010,2024-03-31,WH-04,2024-03-31,1258,1326,285532.0,22.0,0,5710.64
INV-2024-00472,PRD-010,2024-04-30,WH-04,2024-04-30,1326,1303,320599.11,22.0,0,6411.98
INV-2024-00473,PRD-010,2024-05-31,WH-04,2024-05-31,1303,1269,324645.56,22.0,0,6492.91
INV-2024-00474,PRD-010,2024-06-30,WH-04,2024-06-30,1269,1344,324401.89,22.0,0,6488.04
INV-2024-00475,PRD-010,2024-07-31,WH-04,2024-07-31,1344,1438,307411.0,22.0,0,6148.22
INV-2024-00476,PRD-010,2024-08-31,WH-04,2024-08-31,1438,1400,313599.0,22.0,0,6271.98
INV-2024-00477,PRD-010,2024-09-30,WH-04,2024-09-30,1400,1374,306527.0,22.0,0,6130.54
INV-2024-00478,PRD-010,2024-10-31,WH-04,2024-10-31,1374,1391,305422.0,22.0,0,6108.44
INV-2024-00479,PRD-010,2024-11-30,WH-04,2024-11-30,1391,1234,174886.02,22.0,0,6338.28
INV-2024-00480,PRD-010,2024-12-31,WH-04,2024-12-31,1478,1494,328406.0,22.0,0,6568.12
INV-2024-00481,PRD-011,2024-01-31,WH-01,2024-01-31,710,770,62900.0,22.0,0,1258.0
INV-2024-00482,PRD-011,2024-02-29,WH-01,2024-02-29,770,753,64770.0,22.0,0,1295.4
INV-2024-00483,PRD-011,2024-03-31,WH-01,2024-03-31,753,813,66555.0,22.0,0,1331.1
INV-2024-00484,PRD-011,2024-04-30,WH-01,2024-04-30,813,770,81949.11,22.0,0,1638.98
INV-2024-00485,PRD-011,2024-05-31,WH-01,2024-05-31,770,802,78552.16,22.0,0,1571.04
INV-2024-00486,PRD-011,2024-06-30,WH-01,2024-06-30,802,852,82429.07,22.0,0,1648.58
INV-2024-00487,PRD-011,2024-07-31,WH-01,2024-07-31,852,827,71400.0,22.0,0,1428.0
INV-2024-00488,PRD-011,2024-08-31,WH-01,2024-08-31,827,840,70890.0,22.0,0,1417.8
INV-2024-00489,PRD-011,2024-09-30,WH-01,2024-09-30,840,848,71740.0,22.0,0,1434.8
INV-2024-00490,PRD-011,2024-10-31,WH-01,2024-10-31,848,906,74545.0,22.0,0,1490.9
INV-2024-00491,PRD-011,2024-11-30,WH-01,2024-11-30,906,976,79985.0,22.0,0,1599.7
INV-2024-00492,PRD-011,2024-12-31,WH-01,2024-12-31,976,958,82195.0,22.0,0,1643.9
INV-2024-00493,PRD-011,2024-01-31,WH-02,2024-01-31,2453,2472,251124.0,111.0,1,5022.48
INV-2024-00494,PRD-011,2024-02-29,WH-02,2024-02-29,2472,2533,255204.0,111.0,1,5104.08
INV-2024-00495,PRD-011,2024-03-31,WH-02,2024-03-31,2533,1234,256020.0,111.0,1,5120.4
INV-2024-00496,PRD-011,2024-04-30,WH-02,2024-04-30,2486,2529,290942.97,56.0,1,5818.86
INV-2024-00497,PRD-011,2024-05-31,WH-02,2024-05-31,2529,2540,325972.86,111.0,1,6519.46
INV-2024-00498,PRD-011,2024-06-30,WH-02,2024-06-30,2540,2544,328892.11,111.0,1,6577.84
INV-2024-00499,PRD-011,2024-07-31,WH-02,2024-07-31,2544,2624,263568.0,111.0,1,5271.36
INV-2024-00500,PRD-011,2024-08-31,WH-02,2024-08-31,2624,2604,266628.0,111.0,1,5332.56
INV-2024-00501,PRD-011,2024-09-30,WH-02,2024-09-30,2604,2593,264996.0,111.0,1,5299.92
INV-2024-00502,PRD-011,2024-10-31,WH-02,2024-10-31,2593,2578,263772.0,111.0,1,5275.44
INV-2024-00503,PRD-011,2024-11-30,WH-02,2024-11-30,2578,2533,260712.0,111.0,1,5214.24
INV-2024-00504,PRD-011,2024-12-31,WH-02,2024-12-31,2533,2548,259080.0,111.0,1,5181.6
INV-2024-00505,PRD-011,2024-01-31,WH-03,2024-01-31,843,871,168208.41499999998,79.0,0,2039.66
